Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2973,DataAnalyticsCourse,156,3964,184.42,22,6,0.038,1893.00,11/30/2024,HYDERABAD,TABLET,online data analytic
A2974,DataAnalyticsCourse,136,5645,195.55,26,4,0.029,1773.00,1/11/2024,hyderabad,TABLET,learn data analytics
A2975,Data Anlytics Corse,107,5272,223.18,16,8,0.075,1110.00,28-11-2024,hydrebad,DESKTOP,learn data analytics
A2976,DataAnalyticsCourse,86,4824,231.61,20,7,,1390.00,11/10/2024,hyderabad,TABLET,data analitics online
A2977,Data Analytics Corse,165,5455,191.75,30,5,0.03,1145.00,11/2/2024,hyderabad,desktop,data anaytics training
A2978,Data Analytics Corse,145,3779,182.65,27,4,,1364.00,11/24/2024,hyderabad,Tablet,analytics for data
A2979,DataAnalyticsCourse,99,5981,243.89,16,9,0.091,1876.00,11/11/2024,hydrebad,desktop,data analitics online
A2980,Data Analytcis Course,,5954,216.02,27,10,,1880.00,11/28/2024,Hyderbad,desktop,data anaytics training
A2981,DataAnalyticsCourse,139,5055,,19,8,0.058,1696.00,29-11-2024,hyderabad,tablet,online data analytic
A2982,DataAnalyticsCourse,153,4524,224.15,20,4,0.026,1083.00,11/5/2024,hydrebad,tablet,learn data analytics
A2983,DataAnalyticsCourse,184,5903,182.50,15,10,0.05,1230.00,11/25/2024,HYDERABAD,MOBILE,learn data analytics
A2984,DataAnalyticsCourse,119,5050,180.57,12,8,0.067,1243.00,11/4/2024,HYDERABAD,MOBILE,analytics for data
A2985,DataAnalyticsCourse,109,4816,182.90,27,8,,1123.00,21-11-2024,hydrebad,desktop,data anaytics training
A2986,DataAnalyticsCourse,168,4070,222.99,29,7,0.046,1733.00,11/12/2024,Hyderbad,MOBILE,data anaytics training
A2987,Data Analytcis Course,,5827,190.93,14,3,,1731.00,11/30/2024,HYDERABAD,Desktop,data analytics course
A2988,Data Analytics Corse,82,4922,234.82,27,10,0.033,1556.00,11/17/2024,hyderabad,DESKTOP,data anaytics training
A2989,DataAnalyticsCourse,112,4277,249.65,27,3,,1953.00,11/26/2024,HYDERABAD,TABLET,data analitics online
A2990,Data Anlytics Corse,99,3418,195.91,19,10,0.101,1242.00,4/11/2024,Hyderbad,DESKTOP,data anaytics training
A2991,DataAnalyticsCourse,89,3363,220.07,26,,,1939.00,11/9/2024,Hyderbad,desktop,data analytics course
A2992,Data Analytcis Course,154,4828,233.39,24,6,,1661.00,2/11/2024,hydrebad,TABLET,learn data analytics
A2993,Data Analytcis Course,155,4135,226.66,26,7,0.057,1442.00,11/22/2024,HYDERABAD,Tablet,analytics for data
A2994,Data Analytcis Course,188,5254,190.43,27,7,0.037,1821.00,16-11-2024,hyderabad,desktop,online data analytic
A2995,DataAnalyticsCourse,83,4439,232.13,28,7,0.084,1570.00,19-11-2024,hyderabad,MOBILE,data anaytics training
A2996,Data Analytcis Course,127,3053,183.57,10,8,0.063,1669.00,11/13/2024,hyderabad,tablet,data analytics course
A2997,Data Analytcis Course,141,5550,213.82,,10,,1545.00,11/15/2024,Hyderbad,TABLET,data analitics online
A2998,Data Analytics Corse,149,4678,241.41,11,6,,1106.00,4/11/2024,hydrebad,Desktop,analytics for data
A2999,Data Anlytics Corse,152,3036,210.78,12,6,,1074.00,11/10/2024,HYDERABAD,tablet,data analitics online
A3000,Data Analytics Corse,123,5050,247.93,11,8,0.065,1755.00,29-11-2024,hydrebad,Tablet,analytics for data
A3001,Data Anlytics Corse,137,5057,194.11,11,6,0.044,1206.00,11/9/2024,Hyderbad,DESKTOP,data analytics course
A3002,Data Analytics Corse,93,5346,197.78,15,8,0.086,1036.00,11/15/2024,Hyderbad,Tablet,data analitics online
A3003,Data Anlytics Corse,150,5580,204.73,24,10,0.067,,17-11-2024,HYDERABAD,TABLET,data analytics course
A3004,Data Anlytics Corse,122,3351,196.49,13,3,0.025,1362.00,30-11-2024,HYDERABAD,desktop,data analytics course
A3005,Data Anlytics Corse,168,3128,184.27,30,7,,1957.00,1/11/2024,hyderabad,Tablet,data analytics course
A3006,Data Analytcis Course,113,,,26,8,0.071,1285.00,12/11/2024,hydrebad,mobile,data analytics course
A3007,DataAnalyticsCourse,124,5402,222.16,21,7,0.059,1091.00,11/27/2024,hyderabad,DESKTOP,data anaytics training
A3008,Data Anlytics Corse,95,4653,193.63,17,4,0.042,1688.00,27-11-2024,Hyderbad,DESKTOP,data analytics course
A3009,Data Anlytics Corse,185,4599,248.28,15,5,0.027,1673.00,6/11/2024,hydrebad,desktop,data analitics online
A3010,Data Analytics Corse,144,3120,221.66,24,,,1061.00,11/13/2024,HYDERABAD,MOBILE,data anaytics training
A3011,Data Analytcis Course,175,3521,210.11,14,9,0.051,1140.00,11/28/2024,hydrebad,MOBILE,analytics for data
A3012,Data Anlytics Corse,88,5823,246.67,12,9,0.102,1514.00,1/11/2024,hydrebad,MOBILE,data analytics course
A3013,Data Analytcis Course,90,5569,196.60,27,4,0.053,1516.00,20-11-2024,Hyderbad,Desktop,data analitics online
A3014,Data Anlytics Corse,94,4255,221.06,13,5,0.053,1623.00,11/20/2024,HYDERABAD,Desktop,learn data analytics
A3015,DataAnalyticsCourse,191,4910,232.70,14,10,0.052,1080.00,11/3/2024,HYDERABAD,tablet,analytics for data
A3016,Data Analytics Corse,167,5675,222.56,15,4,0.024,1862.00,11/17/2024,hydrebad,TABLET,analytics for data
A3017,Data Analytcis Course,136,3777,186.50,11,4,0.029,1027.00,11/5/2024,hyderabad,MOBILE,learn data analytics
A3018,Data Analytics Corse,110,5790,,23,9,,1463.00,8/11/2024,HYDERABAD,tablet,data analitics online
A3019,DataAnalyticsCourse,171,3055,,26,5,0.029,1701.00,11/18/2024,HYDERABAD,MOBILE,data anaytics training
A3020,Data Analytcis Course,134,5620,231.40,28,7,0.052,1499.00,11/29/2024,HYDERABAD,desktop,data anaytics training
A3021,Data Analytcis Course,170,4594,193.20,27,9,0.053,1319.00,27-11-2024,hyderabad,Mobile,analytics for data
A3022,Data Analytcis Course,151,4907,248.32,10,4,0.026,1948.00,23-11-2024,HYDERABAD,Desktop,data analytics course
A3023,Data Anlytics Corse,124,5437,180.54,29,7,,1564.00,9/11/2024,Hyderbad,desktop,analytics for data
A3024,Data Analytcis Course,88,4794,242.28,11,3,0.034,1210.00,11/7/2024,hydrebad,mobile,data anaytics training
A3025,DataAnalyticsCourse,118,5326,199.76,19,8,0.068,1195.00,11/24/2024,hydrebad,TABLET,analytics for data
A3026,DataAnalyticsCourse,160,5642,200.82,25,,,,29-11-2024,hyderabad,MOBILE,learn data analytics
A3027,DataAnalyticsCourse,112,4594,236.12,29,8,0.071,1569.00,23-11-2024,hydrebad,mobile,data anaytics training
A3028,Data Analytics Corse,186,4352,223.95,29,3,0.016,1290.00,6/11/2024,Hyderbad,mobile,data anaytics training
A3029,Data Anlytics Corse,139,4220,206.02,21,5,0.036,1671.00,11/21/2024,HYDERABAD,desktop,learn data analytics
A3030,Data Analytcis Course,164,4909,245.06,13,3,0.045,1601.00,4/11/2024,hyderabad,MOBILE,learn data analytics
A3031,Data Anlytics Corse,89,3148,219.25,13,4,0.045,1533.00,11/6/2024,hydrebad,desktop,data analitics online
A3032,DataAnalyticsCourse,107,3105,195.46,20,10,0.037,1455.00,11/19/2024,hydrebad,MOBILE,data analitics online
A3033,Data Anlytics Corse,179,5062,214.66,18,4,0.05,1815.00,24-11-2024,hydrebad,MOBILE,data analytics course
A3034,DataAnalyticsCourse,136,4096,228.79,19,10,0.039,1054.00,11/26/2024,HYDERABAD,Desktop,data anaytics training
A3035,Data Anlytics Corse,140,4283,205.02,22,7,,1674.00,11/11/2024,Hyderbad,mobile,data analytics course
A3036,DataAnalyticsCourse,137,4189,208.84,17,,,1211.00,11/9/2024,hyderabad,Mobile,online data analytic
A3037,Data Analytcis Course,199,4818,230.19,11,7,0.038,1714.00,11/8/2024,HYDERABAD,desktop,online data analytic
A3038,Data Analytcis Course,95,5256,235.84,12,8,0.052,1324.00,11/24/2024,hydrebad,Mobile,data anaytics training
A3039,Data Analytics Corse,182,3980,191.75,16,5,0.027,1050.00,11/8/2024,Hyderbad,TABLET,online data analytic
A3040,Data Analytcis Course,132,4359,237.12,29,3,,1872.00,1/11/2024,hyderabad,Mobile,online data analytic
A3041,Data Anlytics Corse,139,5326,241.70,29,5,0.036,1423.00,8/11/2024,hyderabad,Mobile,analytics for data
A3042,Data Analytics Corse,134,5614,220.52,14,6,0.036,,15-11-2024,hydrebad,desktop,data analitics online
A3043,Data Analytics Corse,166,3746,213.81,16,5,0.03,1750.00,11/8/2024,HYDERABAD,mobile,data analitics online
A3044,Data Analytics Corse,121,5608,219.92,19,4,0.049,1209.00,11/14/2024,hydrebad,TABLET,data anaytics training
A3045,Data Analytcis Course,173,4582,204.99,17,5,0.029,1703.00,11/21/2024,hydrebad,Desktop,data anaytics training
A3046,Data Anlytics Corse,132,4438,232.68,24,7,,1959.00,11/9/2024,HYDERABAD,Desktop,analytics for data
A3047,DataAnalyticsCourse,136,5011,236.62,25,5,0.037,1582.00,11/3/2024,hydrebad,MOBILE,data analytics course
A3048,Data Anlytics Corse,174,5864,190.45,26,5,0.045,1508.00,11/27/2024,hydrebad,Mobile,data anaytics training
A3049,Data Analytics Corse,168,5114,186.75,10,3,0.018,1530.00,11/18/2024,HYDERABAD,desktop,online data analytic
A3050,Data Analytics Corse,117,5658,191.48,13,3,0.032,1779.00,11/25/2024,HYDERABAD,mobile,learn data analytics
A3051,Data Analytics Corse,187,4876,192.20,16,5,0.027,1396.00,11/9/2024,HYDERABAD,TABLET,analytics for data
A3052,Data Anlytics Corse,,5139,212.20,20,10,,1613.00,11/18/2024,hydrebad,Tablet,online data analytic
A3053,Data Analytics Corse,,5470,210.97,,7,,1928.00,11/21/2024,hydrebad,Desktop,data analitics online
A3054,DataAnalyticsCourse,112,5143,242.96,18,3,0.027,1029.00,7/11/2024,hyderabad,Mobile,data anaytics training
A3055,Data Analytcis Course,124,,209.92,15,4,0.032,,11/25/2024,Hyderbad,desktop,data analitics online
A3056,Data Analytics Corse,132,4769,236.41,15,4,0.03,,26-11-2024,hydrebad,TABLET,analytics for data
A3057,Data Analytcis Course,167,3366,213.02,28,4,0.059,1159.00,11/14/2024,hydrebad,MOBILE,data analytics course
A3058,DataAnalyticsCourse,165,5228,199.73,27,3,0.04,1829.00,5/11/2024,hyderabad,MOBILE,analytics for data
A3059,DataAnalyticsCourse,108,4266,220.02,24,5,,1282.00,23-11-2024,HYDERABAD,MOBILE,data anaytics training
A3060,Data Analytcis Course,182,5102,226.22,16,10,0.06,1600.00,11/7/2024,Hyderbad,MOBILE,data analytics course
A3061,Data Anlytics Corse,91,3787,226.17,26,8,0.088,1493.00,10/11/2024,hydrebad,tablet,data analytics course
A3062,Data Analytics Corse,194,4598,233.86,25,4,,1565.00,5/11/2024,hydrebad,TABLET,data analitics online
A3063,Data Analytics Corse,189,5404,218.41,17,10,0.053,1418.00,11/24/2024,hyderabad,Mobile,learn data analytics
A3064,Data Anlytics Corse,85,4432,214.79,22,7,0.082,1262.00,23-11-2024,Hyderbad,tablet,data analitics online
A3065,DataAnalyticsCourse,162,4016,224.48,28,10,0.041,1060.00,11/19/2024,hydrebad,mobile,data anaytics training
A3066,Data Analytcis Course,,5379,248.46,28,5,,1881.00,27-11-2024,hydrebad,desktop,online data analytic
A3067,Data Analytcis Course,88,5093,222.28,13,9,0.05,1185.00,9/11/2024,HYDERABAD,desktop,online data analytic
A3068,Data Analytics Corse,121,5092,219.15,21,6,0.05,1864.00,11/4/2024,hyderabad,Desktop,analytics for data
A3069,Data Analytics Corse,81,3015,218.69,10,7,0.086,1550.00,11/27/2024,hyderabad,desktop,learn data analytics
A3070,Data Analytcis Course,125,3745,206.93,24,3,0.024,1619.00,11/8/2024,Hyderbad,TABLET,data analytics course
A3071,Data Analytics Corse,188,5046,202.52,18,10,0.06,1625.00,11/5/2024,HYDERABAD,TABLET,online data analytic
A3072,Data Anlytics Corse,99,4032,186.45,19,5,,1074.00,11/3/2024,hyderabad,desktop,data analytics course
A3073,Data Analytcis Course,170,3879,245.00,29,,,1202.00,11/26/2024,hydrebad,Tablet,data analytics course
A3074,Data Anlytics Corse,105,4968,188.38,14,5,,1135.00,11/21/2024,hydrebad,TABLET,learn data analytics
A3075,Data Analytics Corse,173,5872,190.30,24,5,0.029,1953.00,26-11-2024,hyderabad,tablet,data analitics online
A3076,DataAnalyticsCourse,186,3058,230.71,27,7,0.038,,23-11-2024,HYDERABAD,MOBILE,analytics for data
A3077,Data Anlytics Corse,143,3109,246.92,22,5,0.035,1589.00,13-11-2024,HYDERABAD,tablet,learn data analytics
A3078,Data Anlytics Corse,124,5415,217.55,,4,0.032,1258.00,27-11-2024,Hyderbad,DESKTOP,data analitics online
A3079,DataAnalyticsCourse,154,5633,245.95,29,7,0.035,1604.00,11/3/2024,Hyderbad,Tablet,learn data analytics
A3080,DataAnalyticsCourse,85,5402,191.95,18,7,0.082,1002.00,26-11-2024,hydrebad,desktop,data anaytics training
A3081,Data Anlytics Corse,167,4059,209.18,17,4,0.024,1742.00,16-11-2024,hydrebad,tablet,learn data analytics
A3082,Data Analytics Corse,139,3172,227.83,20,10,0.072,1130.00,28-11-2024,Hyderbad,Tablet,analytics for data
A3083,DataAnalyticsCourse,193,5716,224.53,19,9,0.047,1167.00,11/13/2024,HYDERABAD,DESKTOP,online data analytic
A3084,DataAnalyticsCourse,127,4816,245.25,23,3,0.049,1985.00,7/11/2024,hydrebad,tablet,learn data analytics
A3085,DataAnalyticsCourse,80,3742,247.16,,10,0.055,1686.00,11/8/2024,HYDERABAD,Tablet,analytics for data
A3086,Data Analytics Corse,174,4469,215.98,14,8,0.046,1619.00,11/7/2024,HYDERABAD,Desktop,online data analytic
A3087,DataAnalyticsCourse,127,3454,209.19,19,10,0.058,1937.00,11/5/2024,hyderabad,DESKTOP,data anaytics training
A3088,Data Analytcis Course,151,3702,245.02,22,9,0.06,1983.00,4/11/2024,Hyderbad,tablet,learn data analytics
A3089,Data Analytics Corse,113,4258,232.25,16,10,0.088,1374.00,11/24/2024,HYDERABAD,mobile,online data analytic
A3090,DataAnalyticsCourse,159,4047,205.62,24,3,0.05,1177.00,9/11/2024,hydrebad,tablet,analytics for data
A3091,Data Analytics Corse,197,3319,215.83,26,10,0.051,1342.00,18-11-2024,Hyderbad,Desktop,analytics for data
A3092,Data Analytcis Course,106,5661,181.96,17,3,0.028,1250.00,11/11/2024,hydrebad,desktop,data analitics online
A3093,Data Analytics Corse,143,4914,222.69,12,7,0.05,1280.00,12/11/2024,hydrebad,Desktop,analytics for data
A3094,Data Analytics Corse,111,5382,219.59,29,5,0.032,1464.00,11/25/2024,hydrebad,DESKTOP,analytics for data
A3095,Data Analytcis Course,98,5898,186.46,20,6,0.038,,11/9/2024,hydrebad,mobile,data analitics online
A3096,Data Analytics Corse,98,3967,214.51,12,5,0.051,1180.00,11/8/2024,hyderabad,desktop,analytics for data
A3097,Data Analytics Corse,109,3089,190.00,,7,0.038,1779.00,11/1/2024,hydrebad,Tablet,data analitics online
A3098,Data Analytcis Course,168,3219,193.16,12,7,0.037,1395.00,11/23/2024,HYDERABAD,MOBILE,online data analytic
A3099,Data Analytcis Course,127,4039,247.92,20,8,0.063,,11/27/2024,hyderabad,MOBILE,learn data analytics
A3100,Data Anlytics Corse,136,4051,194.29,25,5,,,11/28/2024,hyderabad,Tablet,learn data analytics
A3101,Data Analytics Corse,173,5270,233.33,11,7,0.04,1783.00,16-11-2024,HYDERABAD,DESKTOP,analytics for data
A3102,Data Analytics Corse,184,3239,221.33,25,10,0.054,1557.00,11/4/2024,Hyderbad,desktop,online data analytic
A3103,DataAnalyticsCourse,174,4054,201.25,15,7,,1514.00,23-11-2024,HYDERABAD,MOBILE,learn data analytics
A3104,Data Analytcis Course,196,5448,232.55,30,8,0.041,1694.00,11/14/2024,HYDERABAD,desktop,learn data analytics
A3105,Data Analytics Corse,193,,238.80,20,5,0.04,1327.00,11/2/2024,HYDERABAD,Mobile,data anaytics training
A3106,Data Analytcis Course,97,3937,197.37,14,10,0.103,1160.00,11/22/2024,hydrebad,tablet,learn data analytics
A3107,Data Anlytics Corse,128,4175,200.11,12,10,0.059,1599.00,11/20/2024,HYDERABAD,Desktop,data analitics online
A3108,DataAnalyticsCourse,143,5780,237.51,24,4,0.054,1440.00,15-11-2024,Hyderbad,MOBILE,data analitics online
A3109,Data Analytcis Course,,3809,202.28,17,9,0.059,1031.00,11/17/2024,HYDERABAD,Desktop,data analytics course
A3110,Data Anlytics Corse,83,3684,203.47,,,,1805.00,17-11-2024,hyderabad,tablet,data analytics course
A3111,DataAnalyticsCourse,189,3226,236.68,14,6,0.032,1364.00,11/6/2024,HYDERABAD,tablet,analytics for data
A3112,DataAnalyticsCourse,165,4978,180.25,12,4,0.058,1123.00,14-11-2024,hyderabad,Tablet,online data analytic
A3113,Data Analytcis Course,172,5041,189.31,22,10,,1645.00,11/7/2024,Hyderbad,mobile,data anaytics training
A3114,DataAnalyticsCourse,183,4124,186.66,24,6,0.033,1183.00,11/28/2024,hyderabad,TABLET,data analytics course
A3115,Data Analytics Corse,196,3143,238.22,28,7,0.036,1234.00,11/8/2024,hydrebad,Mobile,data analitics online
A3116,Data Analytics Corse,98,4505,209.36,27,5,,1186.00,29-11-2024,HYDERABAD,Tablet,learn data analytics
A3117,DataAnalyticsCourse,158,3736,226.99,11,8,,1606.00,11/29/2024,HYDERABAD,TABLET,data anaytics training
A3118,Data Analytcis Course,104,5949,216.60,28,4,0.038,1102.00,10/11/2024,HYDERABAD,MOBILE,analytics for data
A3119,Data Anlytics Corse,84,4625,226.02,13,5,,1969.00,14-11-2024,hydrebad,Desktop,online data analytic
A3120,DataAnalyticsCourse,128,5022,188.96,26,6,0.047,1108.00,11/2/2024,HYDERABAD,mobile,data anaytics training
A3121,DataAnalyticsCourse,99,5483,180.04,,5,0.05,1687.00,4/11/2024,hyderabad,desktop,analytics for data
A3122,Data Analytcis Course,107,5491,217.98,17,10,0.093,1480.00,11/11/2024,hyderabad,Mobile,online data analytic
A3123,DataAnalyticsCourse,86,4078,208.92,26,3,0.035,1698.00,11/6/2024,Hyderbad,MOBILE,data analytics course
A3124,Data Analytcis Course,,3052,245.45,24,6,,1769.00,11/28/2024,hyderabad,Desktop,data analitics online
A3125,DataAnalyticsCourse,88,3708,225.76,10,5,0.036,1667.00,12/11/2024,HYDERABAD,tablet,data anaytics training
A3126,Data Anlytics Corse,141,5314,184.34,29,10,0.071,1271.00,11/19/2024,hyderabad,MOBILE,online data analytic
A3127,Data Analytics Corse,193,3566,212.73,19,7,0.036,1311.00,11/4/2024,HYDERABAD,Desktop,data analitics online
A3128,Data Analytics Corse,185,4839,193.99,26,6,0.032,1492.00,4/11/2024,hyderabad,Desktop,data anaytics training
A3129,Data Analytcis Course,117,5145,244.44,12,8,0.068,,10/11/2024,hydrebad,Mobile,data analitics online
A3130,Data Analytics Corse,147,4371,243.04,26,9,0.061,1776.00,11/18/2024,hyderabad,DESKTOP,online data analytic
A3131,DataAnalyticsCourse,197,5697,243.72,13,3,,1154.00,6/11/2024,hydrebad,MOBILE,learn data analytics
A3132,DataAnalyticsCourse,81,3096,228.47,22,3,0.037,1386.00,11/22/2024,hyderabad,tablet,analytics for data
A3133,Data Analytcis Course,198,4163,218.64,11,6,0.03,1904.00,30-11-2024,hyderabad,Tablet,learn data analytics
A3134,Data Anlytics Corse,155,5150,224.60,24,7,0.039,1146.00,11/4/2024,hyderabad,tablet,data analytics course
A3135,Data Analytics Corse,181,3948,223.51,17,4,0.057,1075.00,10/11/2024,hyderabad,MOBILE,analytics for data
A3136,Data Analytcis Course,108,3126,248.94,12,3,0.028,1942.00,11/16/2024,HYDERABAD,TABLET,analytics for data
A3137,Data Analytics Corse,114,5551,195.44,30,5,0.044,1255.00,11/15/2024,Hyderbad,TABLET,analytics for data
A3138,Data Analytcis Course,146,5712,221.73,26,5,,1201.00,11/12/2024,Hyderbad,Mobile,analytics for data
A3139,DataAnalyticsCourse,89,4175,194.22,11,3,0.055,1370.00,11/22/2024,Hyderbad,DESKTOP,data anaytics training
A3140,DataAnalyticsCourse,82,,,30,8,0.098,1511.00,17-11-2024,Hyderbad,DESKTOP,learn data analytics
A3141,DataAnalyticsCourse,98,5728,230.52,14,10,,1322.00,7/11/2024,HYDERABAD,Mobile,data anaytics training
A3142,DataAnalyticsCourse,87,3161,244.49,24,8,0.092,1161.00,11/6/2024,hyderabad,tablet,data analitics online
A3143,Data Analytics Corse,146,4773,248.27,30,6,0.041,1304.00,11/1/2024,hydrebad,Tablet,online data analytic
A3144,Data Anlytics Corse,,3385,208.31,25,10,,1972.00,11/16/2024,HYDERABAD,MOBILE,analytics for data
A3145,Data Analytcis Course,122,5600,223.06,12,3,0.025,1061.00,11/18/2024,HYDERABAD,Tablet,learn data analytics
A3146,Data Analytics Corse,153,4218,228.36,16,7,0.046,1178.00,3/11/2024,HYDERABAD,MOBILE,data analitics online
A3147,Data Anlytics Corse,108,3358,184.10,28,4,0.037,1888.00,11/16/2024,Hyderbad,DESKTOP,analytics for data
A3148,Data Analytcis Course,147,3021,200.17,20,4,0.027,1718.00,18-11-2024,Hyderbad,mobile,analytics for data
A3149,Data Analytcis Course,121,4477,224.77,28,10,0.083,1604.00,17-11-2024,Hyderbad,TABLET,data analitics online
A3150,Data Anlytics Corse,112,4073,180.24,30,4,,1628.00,11/12/2024,hydrebad,TABLET,data anaytics training
A3151,Data Anlytics Corse,127,5172,204.19,10,4,0.031,1183.00,11/20/2024,HYDERABAD,Mobile,data analitics online
A3152,Data Analytcis Course,192,5896,201.18,30,9,0.05,1589.00,30-11-2024,hyderabad,desktop,data analytics course
A3153,Data Analytcis Course,174,3427,223.77,20,7,0.036,1293.00,15-11-2024,hyderabad,Desktop,analytics for data
A3154,Data Analytics Corse,166,4176,243.10,16,9,0.041,1147.00,11/24/2024,hydrebad,Desktop,learn data analytics
A3155,DataAnalyticsCourse,98,5835,232.82,19,6,,1989.00,11/2/2024,hydrebad,mobile,data analitics online
A3156,DataAnalyticsCourse,191,5438,244.10,19,5,,1203.00,11/8/2024,Hyderbad,Tablet,learn data analytics
A3157,Data Analytcis Course,89,4936,199.91,16,4,0.059,1543.00,11/14/2024,HYDERABAD,desktop,data analytics course
A3158,DataAnalyticsCourse,180,3526,,15,7,0.039,1336.00,11/16/2024,hydrebad,Mobile,online data analytic
A3159,Data Anlytics Corse,91,5509,186.22,29,5,0.055,1928.00,11/2/2024,hyderabad,MOBILE,learn data analytics
A3160,Data Analytcis Course,114,5748,184.76,16,8,0.07,1490.00,11/21/2024,HYDERABAD,DESKTOP,data analitics online
A3161,DataAnalyticsCourse,80,5155,217.30,28,5,,1316.00,12/11/2024,hyderabad,TABLET,data analytics course
A3162,Data Analytics Corse,127,4537,247.11,17,7,0.043,1451.00,11/18/2024,hyderabad,tablet,analytics for data
A3163,DataAnalyticsCourse,84,5468,227.36,13,4,0.048,1228.00,11/26/2024,hydrebad,tablet,data analytics course
A3164,Data Anlytics Corse,182,4390,239.33,11,7,0.052,1799.00,11/27/2024,Hyderbad,tablet,data anaytics training
A3165,DataAnalyticsCourse,105,5883,180.07,20,4,0.038,1586.00,11/5/2024,hydrebad,Mobile,data analytics course
A3166,Data Anlytics Corse,162,3120,245.58,30,6,0.037,1952.00,6/11/2024,Hyderbad,MOBILE,data anaytics training
A3167,Data Anlytics Corse,118,4377,219.81,21,4,0.034,1290.00,11/14/2024,hyderabad,DESKTOP,analytics for data
A3168,Data Analytcis Course,131,5719,183.69,12,7,0.053,1555.00,23-11-2024,HYDERABAD,Mobile,data anaytics training
A3169,Data Anlytics Corse,116,4250,186.34,12,3,0.026,1043.00,11/30/2024,HYDERABAD,DESKTOP,analytics for data
A3170,Data Anlytics Corse,80,5648,239.26,10,6,0.075,1005.00,11/20/2024,hydrebad,mobile,data analytics course
A3171,Data Anlytics Corse,81,3394,187.24,12,6,0.074,1227.00,12/11/2024,HYDERABAD,Tablet,data analytics course
A3172,Data Anlytics Corse,189,5117,197.90,20,8,0.042,1710.00,28-11-2024,HYDERABAD,MOBILE,analytics for data
A3173,Data Anlytics Corse,128,3861,232.11,30,10,,1636.00,18-11-2024,HYDERABAD,Tablet,data analytics course
A3174,Data Analytcis Course,182,3303,238.40,17,4,0.022,1695.00,11/5/2024,HYDERABAD,desktop,data analitics online
A3175,Data Anlytics Corse,124,4192,184.42,12,6,0.048,,5/11/2024,hydrebad,Tablet,data analytics course
A3176,Data Anlytics Corse,137,3720,237.22,24,5,0.036,1811.00,10/11/2024,HYDERABAD,Mobile,online data analytic
A3177,Data Anlytics Corse,106,5789,183.62,19,3,0.028,1838.00,11/16/2024,hyderabad,Desktop,data analitics online
A3178,Data Analytcis Course,102,5113,206.65,27,6,0.059,1466.00,11/19/2024,hyderabad,MOBILE,data analytics course
A3179,DataAnalyticsCourse,155,3234,204.47,12,4,0.026,1401.00,11/16/2024,hyderabad,Desktop,learn data analytics
A3180,Data Anlytics Corse,85,3088,234.24,24,4,0.047,1210.00,11/7/2024,Hyderbad,tablet,analytics for data
A3181,DataAnalyticsCourse,126,5114,233.27,30,5,,1197.00,15-11-2024,Hyderbad,tablet,data analitics online
A3182,DataAnalyticsCourse,96,5070,210.63,27,10,0.104,1653.00,11/18/2024,Hyderbad,Tablet,online data analytic
A3183,Data Analytics Corse,128,4445,200.52,14,4,0.031,1861.00,11/5/2024,hydrebad,TABLET,learn data analytics
A3184,DataAnalyticsCourse,151,3656,199.96,26,7,0.051,1566.00,11/17/2024,HYDERABAD,Desktop,online data analytic
A3185,Data Analytics Corse,95,3583,223.37,22,9,0.033,1821.00,29-11-2024,Hyderbad,Desktop,online data analytic
A3186,Data Analytcis Course,193,4790,247.69,23,5,0.026,1687.00,24-11-2024,HYDERABAD,MOBILE,data analitics online
A3187,Data Analytcis Course,90,3235,211.40,29,10,0.111,1290.00,11/19/2024,hyderabad,tablet,analytics for data
A3188,Data Analytics Corse,175,3832,245.61,27,5,0.029,1388.00,11/26/2024,Hyderbad,Desktop,data analitics online
A3189,Data Analytics Corse,153,4261,230.25,27,7,0.046,1027.00,11/5/2024,hydrebad,Desktop,analytics for data
A3190,Data Analytcis Course,103,4796,180.64,26,7,,1102.00,11/3/2024,Hyderbad,Mobile,data anaytics training
A3191,Data Anlytics Corse,102,5229,208.55,30,5,0.049,1065.00,11/15/2024,Hyderbad,MOBILE,analytics for data
A3192,Data Analytcis Course,199,3754,220.16,26,,0.045,1262.00,11/20/2024,HYDERABAD,tablet,data analytics course
A3193,DataAnalyticsCourse,96,4851,229.12,27,6,,1271.00,11/3/2024,hyderabad,tablet,data anaytics training
A3194,Data Analytcis Course,107,4816,243.41,20,5,,,11/25/2024,hyderabad,tablet,data analytics course
A3195,Data Anlytics Corse,170,5404,218.24,24,5,,1818.00,29-11-2024,hydrebad,DESKTOP,data analitics online
A3196,DataAnalyticsCourse,145,3068,237.70,24,7,,1494.00,11/19/2024,Hyderbad,mobile,data analytics course
A3197,DataAnalyticsCourse,148,5877,213.84,25,8,,1371.00,18-11-2024,hydrebad,desktop,learn data analytics
A3198,Data Analytcis Course,141,4188,228.12,16,9,,1204.00,30-11-2024,HYDERABAD,DESKTOP,data analitics online
A3199,Data Analytics Corse,89,5676,183.58,14,,,1254.00,11/16/2024,hydrebad,Mobile,data analitics online
A3200,DataAnalyticsCourse,140,4677,223.74,20,9,0.064,1610.00,11/4/2024,HYDERABAD,mobile,learn data analytics
A3201,DataAnalyticsCourse,135,3793,190.88,24,9,0.053,,11/19/2024,Hyderbad,DESKTOP,data analitics online
